panel_id,batch,clip,clip_title,priority,story_stage,pure_path,annotated_path,whitebox_reference_path,status,production_order,notes
MSB001,B01,01,老小区建立,A,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB001_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB001_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png,generated_passed_qa,1,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB170,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB170_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB170_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB170.png,generated_passed_qa,80,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB171,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB171_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB171_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB171.png,generated_passed_qa,81,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB173,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB173_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB173_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB173.png,generated_passed_qa,82,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB174,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB174_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB174_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB174.png,generated_passed_qa,83,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB176,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB176_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB176_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB176.png,generated_passed_qa,84,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB177,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB177_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB177_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB177.png,generated_passed_qa,85,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB178,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB178_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB178_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB178.png,generated_passed_qa,86,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB179,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB179_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB179_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB179.png,generated_passed_qa,87,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB183,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB183_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB183_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB183.png,generated_passed_qa,88,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB184,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB184_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB184_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB184.png,generated_passed_qa,89,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB185,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB185_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB185_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB185.png,generated_passed_qa,90,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB186,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB186_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB186_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB186.png,generated_passed_qa,91,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB187,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB187_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB187_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB187.png,generated_passed_qa,92,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB188,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB188_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB188_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB188.png,generated_passed_qa,93,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB019,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB019_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB019_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB019.png,generated_passed_qa,94,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB020,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB020_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB020_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB020.png,generated_passed_qa,95,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB021,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB021_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB021_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB021.png,generated_passed_qa,96,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB022,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB022_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB022_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB022.png,generated_passed_qa,97,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB024,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB024_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB024_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB024.png,generated_passed_qa,98,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB027,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB027_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB027_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB027.png,generated_passed_qa,99,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB028,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB028_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB028_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB028.png,generated_passed_qa,100,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB029,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB029_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB029_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB029.png,generated_passed_qa,101,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB030,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB030_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB030_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB030.png,generated_passed_qa,102,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB031,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB031_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB031_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB031.png,generated_passed_qa,103,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB034,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB034_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB034_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB034.png,generated_passed_qa,104,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB035,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB035_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB035_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB035.png,generated_passed_qa,105,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB038,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB038_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB038_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB038.png,generated_passed_qa,106,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB040,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB040_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB040_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB040.png,generated_passed_qa,107,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB043,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB043_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB043_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB043.png,generated_passed_qa,108,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB044,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB044.png,generated_passed_qa,109,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB045,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB045.png,generated_passed_qa,110,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB046,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB046.png,generated_passed_qa,111,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB047,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB047.png,generated_passed_qa,112,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB049,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB049.png,generated_passed_qa,113,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB050,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB050.png,generated_passed_qa,114,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB051,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB051.png,generated_passed_qa,115,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB054,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png,generated_passed_qa,116,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB055,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png,generated_passed_qa,117,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB056,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png,generated_passed_qa,118,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB058,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png,generated_passed_qa,119,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB059,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png,generated_passed_qa,120,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB062,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png,generated_passed_qa,121,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB064,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png,generated_passed_qa,122,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB065,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png,generated_passed_qa,123,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB066,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png,generated_passed_qa,124,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB067,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png,generated_passed_qa,125,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB070,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png,generated_passed_qa,126,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB071,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png,generated_passed_qa,127,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB072,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png,generated_passed_qa,128,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB073,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png,generated_passed_qa,129,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB075,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png,generated_passed_qa,130,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB076,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png,generated_passed_qa,131,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB077,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png,generated_passed_qa,132,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB078,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png,generated_passed_qa,133,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB081,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png,generated_passed_qa,134,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB082,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png,generated_passed_qa,135,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB084,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png,generated_passed_qa,136,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB085,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png,generated_passed_qa,137,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB004,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB004_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB004_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB004.png,generated_passed_qa,138,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB005,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB005_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB005_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB005.png,generated_passed_qa,139,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB006,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB006_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB006_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB006.png,generated_passed_qa,140,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB013,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB013_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB013_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB013.png,generated_passed_qa,141,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB015,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB015_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB015_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB015.png,generated_passed_qa,142,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB017,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB017_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB017_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB017.png,generated_passed_qa,143,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB087,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png,generated_passed_qa,144,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB090,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png,generated_passed_qa,145,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB094,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png,generated_passed_qa,146,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB100,B04,11,石块失手,B,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png,generated_passed_qa,147,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB111,B04,12,主角逃跑,B,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png,generated_passed_qa,148,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB114,B04,12,主角逃跑,B,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png,generated_passed_qa,149,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB124,B05,13,进入废楼,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB124_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB124_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png,generated_passed_qa,150,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB128,B05,13,进入废楼,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB128_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB128_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png,generated_passed_qa,151,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB133,B05,14,无限走廊,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB133_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB133_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB133.png,generated_passed_qa,152,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB135,B05,14,无限走廊,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB135_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB135_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB135.png,generated_passed_qa,153,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB144,B05,15,远处电话亭,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB144_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB144_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB144.png,generated_passed_qa,154,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB145,B05,15,远处电话亭,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB145_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB145_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB145.png,generated_passed_qa,155,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB149,B05,16,靠近电话亭,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB149_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB149_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB149.png,generated_passed_qa,156,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB153,B05,16,靠近电话亭,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB153_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB153_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB153.png,generated_passed_qa,157,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB159,B06,17,接起电话,B,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB159_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB159_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB159.png,generated_passed_qa,158,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB165,B06,18,电子化,B,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB165_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB165_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB165.png,generated_passed_qa,159,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB172,B06,19,进入8-bit关卡,B,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB172_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB172_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB172.png,generated_passed_qa,160,pure generated and QA passed; image=1672x941; annotated_exists=True
