asset_id,asset_class,story_stage,pure_path,annotated_path,model_input_allowed,annotation_allowed,pure_qa_status,annotated_qa_status,notes
MSB082,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB083,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB083_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB083_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB084,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB085,end_frame,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB086,start_frame,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB086_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB087,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB088,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB088_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB089,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB090,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB091,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB092,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB093,keyframe,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB094,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB095,keyframe,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB096,end_frame,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB097,storyboard,S3_ALLEY_PRESSURE,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB098,prop,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB099,storyboard,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB100,storyboard,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB101,storyboard,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB102,keyframe,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB103,storyboard,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB104,storyboard,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB105,end_frame,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB106,keyframe,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB107,keyframe,S4_STONE_ACCIDENT,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB108,start_frame,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB109,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB110,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB111,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB112,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB113,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB114,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB115,keyframe,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB116,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB117,storyboard,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB118,end_frame,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB119,keyframe,S5_ESCAPE_DIRTY,01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB120,start_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB121,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB122,keyframe,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB123,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB123_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB123_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB124,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB124_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB124_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB125,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB125_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB125_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB126,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB126_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB126_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB127,end_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB128,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB128_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB128_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB129,start_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB130,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB131,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB132,keyframe,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB133,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB133_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB133_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB134,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB134_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB134_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB135,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB135_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB135_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB136,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB136_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB136_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB137,end_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB137_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB137_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB138,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB138_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB138_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB139,keyframe,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB139_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB139_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB140,start_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB140_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB140_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB141,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB141_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB141_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB142,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB142_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB142_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB143,keyframe,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB143_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB143_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB144,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB144_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB144_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB145,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB145_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB145_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB146,end_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB146_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB146_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB147,start_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB147_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB147_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB148,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB148_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB148_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB149,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB149_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB149_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB150,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB150_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB150_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB151,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB151_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB151_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB152,keyframe,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB152_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB152_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB153,storyboard,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB153_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB153_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB154,end_frame,S6_CORRIDOR_PHONE_SHOCK,01_AIGC/visual_assets/pure/micro_storyboard/B05/MSB154_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B05/MSB154_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB155,start_frame,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB155_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB156,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB156_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB157,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB157_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB158,keyframe,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB158_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB159,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB159_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB159_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB160,end_frame,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB160_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
