asset_id,category,batch,source_ref,pure_path,annotated_path,prompt_source,annotation_source,status,story_stage,stage_name,whitebox_reference_path
MSB059,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png
MSB060,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB060_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB060_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png
MSB061,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB061_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB061_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png
MSB062,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png
MSB063,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB063_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB063_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png
MSB064,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png
MSB065,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png
MSB066,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png
MSB067,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png
MSB068,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB068_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB068_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png
MSB069,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB069_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB069_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png
MSB070,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png
MSB071,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png
MSB072,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png
MSB073,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png
MSB074,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB074_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB074_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png
MSB075,micro_storyboard,B03,Clip 08,visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png
MSB076,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png
MSB077,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png
MSB078,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png
MSB079,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB079_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB079_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png
MSB080,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB080_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB080_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png
MSB081,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png
MSB082,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png
MSB083,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB083_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB083_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png
MSB084,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png
MSB085,micro_storyboard,B03,Clip 09,visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png
MSB086,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB086_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png
MSB087,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png
MSB088,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB088_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png
MSB089,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png
MSB090,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png
MSB091,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png
MSB092,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png
MSB093,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png
MSB094,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png
MSB095,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png
MSB096,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png
MSB097,micro_storyboard,B04,Clip 10,visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S3_ALLEY_PRESSURE,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png
MSB098,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png
MSB099,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png
MSB100,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png
MSB101,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png
MSB102,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png
MSB103,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png
MSB104,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png
MSB105,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png
MSB106,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png
MSB107,micro_storyboard,B04,Clip 11,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S4_STONE_ACCIDENT,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png
MSB108,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png
MSB109,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png
MSB110,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png
MSB111,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png
MSB112,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png
MSB113,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png
MSB114,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png
MSB115,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png
MSB116,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png
MSB117,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png
MSB118,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png
MSB119,micro_storyboard,B04,Clip 12,visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S5_ESCAPE_DIRTY,????,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png
MSB120,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png
MSB121,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png
MSB122,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png
MSB123,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB123_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB123_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png
MSB124,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB124_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB124_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png
MSB125,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB125_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB125_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png
MSB126,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB126_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB126_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png
MSB127,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png
MSB128,micro_storyboard,B05,Clip 13,visual_assets/pure/micro_storyboard/B05/MSB128_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB128_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png
MSB129,micro_storyboard,B05,Clip 14,visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png
MSB130,micro_storyboard,B05,Clip 14,visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png
MSB131,micro_storyboard,B05,Clip 14,visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png
MSB132,micro_storyboard,B05,Clip 14,visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S6_CORRIDOR_PHONE_SHOCK,????????????,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png
