asset_id,category,batch,pure_path,annotated_path,pure_exists,no_text_or_labels,identity_ok,space_ok,lighting_ok,whitebox_ok,overall_status,issue_summary,root_cause,replacement_needed,replacement_path
MSB127,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB128,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB128_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB128_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB129,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB130,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB131,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB132,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB133,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB133_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB133_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB134,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB134_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB134_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB135,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB135_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB135_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB136,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB136_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB136_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB137,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB137_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB137_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB138,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB138_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB138_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB139,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB139_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB139_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB140,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB140_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB140_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB141,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB141_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB141_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB142,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB142_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB142_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB143,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB143_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB143_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB144,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB144_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB144_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB145,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB145_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB145_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB146,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB146_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB146_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB147,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB147_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB147_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB148,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB148_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB148_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB149,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB149_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB149_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB150,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB150_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB150_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB151,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB151_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB151_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB152,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB152_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB152_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB153,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB153_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB153_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB154,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB154_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB154_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB155,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB155_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB156,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB156_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB157,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB157_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB158,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB158_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB159,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB159_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB159_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB160,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB160_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB161,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB161_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB162,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB162_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB163,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB163_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB164,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB164_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB165,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB165_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB165_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB166,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB166_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB167,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB167_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB168,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB168_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB169,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB169_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB170,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB170_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB170_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB171,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB171_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB171_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB172,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB172_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB172_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB173,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB173_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB173_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB174,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB174_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB174_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB175,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB175_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB175_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB176,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB176_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB176_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB177,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB177_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB177_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB178,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB178_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB178_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB179,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB179_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB179_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB180,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB180_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB180_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB181,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB181_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB181_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB182,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB182_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB182_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB183,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB183_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB183_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB184,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB184_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB184_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB185,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB185_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB185_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB186,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB186_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB186_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB187,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB187_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB187_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
MSB188,micro_storyboard,B06,visual_assets/pure/micro_storyboard/B06/MSB188_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB188_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_A_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_A_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_A_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_A_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_A_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_A_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_A_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_A_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_A_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_A_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_A_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_A_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_B_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_B_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_B_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_B_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_B_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_B_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_B_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_B_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_B_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_B_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_B_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_B_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_C_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_C_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_C_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_C_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_C_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_C_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_C_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_C_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_C_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BRO_C_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BRO_C_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BRO_C_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_A_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_A_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_A_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_A_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_A_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_A_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_A_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_A_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_A_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_A_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_A_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_A_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_B_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_B_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_B_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_B_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_B_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_B_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_B_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_B_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_B_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_B_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_B_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_B_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_C_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_C_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_C_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_C_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_C_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_C_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_C_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_C_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_C_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_C_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_C_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_C_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_D_FRONT,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_D_FRONT_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_D_FRONT_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_D_TURN,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_D_TURN_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_D_TURN_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_D_EXP,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_D_EXP_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_D_EXP_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
CHR_BLY_D_POSE,character_design_v2,CHAR,visual_assets/pure/character_design_v2/CHR_BLY_D_POSE_v001.png,visual_assets/annotated/character_design_v2/CHR_BLY_D_POSE_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
REL_BROTHERS,character_design_v2,CHAR,visual_assets/pure/character_design_v2/REL_BROTHERS_v001.png,visual_assets/annotated/character_design_v2/REL_BROTHERS_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
REL_BULLIES,character_design_v2,CHAR,visual_assets/pure/character_design_v2/REL_BULLIES_v001.png,visual_assets/annotated/character_design_v2/REL_BULLIES_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
REL_ALLEY_STANDOFF,character_design_v2,CHAR,visual_assets/pure/character_design_v2/REL_ALLEY_STANDOFF_v001.png,visual_assets/annotated/character_design_v2/REL_ALLEY_STANDOFF_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
PIXEL_CHARACTER_CONVERSION,character_design_v2,CHAR,visual_assets/pure/character_design_v2/PIXEL_CHARACTER_CONVERSION_v001.png,visual_assets/annotated/character_design_v2/PIXEL_CHARACTER_CONVERSION_v001_annotated.png,pending,pending,pending,pending,pending,pending,planned,,,,
