panel_id,batch,clip,clip_title,priority,story_stage,pure_path,annotated_path,whitebox_reference_path,status,production_order,notes
MSB185,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB185_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB185_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB185.png,queued,90,generate pure first; annotate only after QA pass
MSB186,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB186_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB186_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB186.png,queued,91,generate pure first; annotate only after QA pass
MSB187,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB187_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB187_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB187.png,queued,92,generate pure first; annotate only after QA pass
MSB188,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB188_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB188_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB188.png,queued,93,generate pure first; annotate only after QA pass
MSB019,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB019_v002.png,visual_assets/annotated/micro_storyboard/B01/MSB019_v002_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,94,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB020,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB020_v003.png,visual_assets/annotated/micro_storyboard/B01/MSB020_v003_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,95,"generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021 | v002 rejected: wrong_camera_subject_relation; regenerate v003 as rear_follow, backs/three-quarter backs to camera, gaze into crowded arcade"
MSB021,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB021_v003.png,visual_assets/annotated/micro_storyboard/B01/MSB021_v003_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,96,"generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021 | v002 rejected: wrong_camera_subject_relation; regenerate v003 as rear_follow, backs/three-quarter backs to camera, gaze into crowded arcade"
MSB022,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB022_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB022_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,97,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB024,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB024_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB024_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,98,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB027,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB027_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB027_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,99,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB028,B01,03,游戏厅入口,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB028_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB028_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_01_ENTRANCE_WIDE_constraint_whitebox_v001.png,queued,100,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_01_ENTRANCE_WIDE | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB029,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB029_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB029_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,queued,101,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_02_STREET_FIGHTER_CABINET | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB030,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB030_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB030_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,queued,102,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_02_STREET_FIGHTER_CABINET | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB031,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB031_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB031_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,queued,103,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_02_STREET_FIGHTER_CABINET | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB034,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB034_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB034_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,queued,104,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_02_STREET_FIGHTER_CABINET | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB035,B02,04,找到街霸,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB035_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB035_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,queued,105,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_02_STREET_FIGHTER_CABINET | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB038,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB038_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB038_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,106,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB040,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB040_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB040_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,107,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB043,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB043_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB043_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,108,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB044,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,109,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB045,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,110,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB046,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,111,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB047,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,112,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB049,B02,05,哥哥打赢老大,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,queued,113,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_03_DUEL_OVER_SHOULDER | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB050,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png,queued,114,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_04_BOSS_LOSES_REACTION | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB051,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png,queued,115,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_04_BOSS_LOSES_REACTION | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB054,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png,queued,116,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_04_BOSS_LOSES_REACTION | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB055,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png,queued,117,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_04_BOSS_LOSES_REACTION | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB056,B02,06,老大记仇,A,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png,queued,118,generate pure first; annotate only after QA pass | SCN_ARCADE mother_style=environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png; constraint_camera=CAM_ARCADE_04_BOSS_LOSES_REACTION | crowd_density_revision=very_crowded_smoky; sparse v001 rejected for MSB019-MSB021
MSB058,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png,queued,119,generate pure first; annotate only after QA pass
MSB059,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png,queued,120,generate pure first; annotate only after QA pass
MSB062,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png,queued,121,generate pure first; annotate only after QA pass
MSB064,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png,queued,122,generate pure first; annotate only after QA pass
MSB065,B03,07,志得意满离开,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png,queued,123,generate pure first; annotate only after QA pass
MSB066,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png,queued,124,generate pure first; annotate only after QA pass
MSB067,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png,queued,125,generate pure first; annotate only after QA pass
MSB070,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png,queued,126,generate pure first; annotate only after QA pass
MSB071,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png,queued,127,generate pure first; annotate only after QA pass
MSB072,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png,queued,128,generate pure first; annotate only after QA pass
MSB073,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png,queued,129,generate pure first; annotate only after QA pass
MSB075,B03,08,偏僻小路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png,queued,130,generate pure first; annotate only after QA pass
MSB076,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png,queued,131,generate pure first; annotate only after QA pass
MSB077,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png,queued,132,generate pure first; annotate only after QA pass
MSB078,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png,queued,133,generate pure first; annotate only after QA pass
MSB081,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png,queued,134,generate pure first; annotate only after QA pass
MSB082,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png,queued,135,generate pure first; annotate only after QA pass
MSB084,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png,queued,136,generate pure first; annotate only after QA pass
MSB085,B03,09,四人堵路,A,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png,queued,137,generate pure first; annotate only after QA pass
MSB004,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB004_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB004_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB004.png,queued,138,generate pure first; annotate only after QA pass
MSB005,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB005_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB005_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB005.png,queued,139,generate pure first; annotate only after QA pass
MSB006,B01,01,老小区建立,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB006_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB006_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB006.png,queued,140,generate pure first; annotate only after QA pass
MSB013,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB013_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB013_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB013.png,queued,141,generate pure first; annotate only after QA pass
MSB015,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB015_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB015_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB015.png,queued,142,generate pure first; annotate only after QA pass
MSB017,B01,02,三兄弟靠近,B,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB017_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB017_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB017.png,queued,143,generate pure first; annotate only after QA pass
MSB087,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png,queued,144,generate pure first; annotate only after QA pass
MSB090,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png,queued,145,generate pure first; annotate only after QA pass
MSB094,B04,10,围殴哥哥,B,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png,queued,146,generate pure first; annotate only after QA pass
MSB100,B04,11,石块失手,B,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png,queued,147,generate pure first; annotate only after QA pass
MSB111,B04,12,主角逃跑,B,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png,queued,148,generate pure first; annotate only after QA pass
MSB114,B04,12,主角逃跑,B,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png,queued,149,generate pure first; annotate only after QA pass
MSB124,B05,13,进入废楼,B,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB124_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB124_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png,queued,150,generate pure first; annotate only after QA pass
